ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesOrderNumber,OrderQuantity,SalesAmount
348,20200125,20200206,20200201,11008,1,6,SO43826,1,3374.99
338,20200125,20200206,20200201,25250,1,6,SO43827,1,699.0982
310,20200126,20200207,20200202,27605,1,100,SO43828,1,3578.27
310,20200126,20200207,20200202,27611,1,100,SO43829,1,3578.27
311,20200126,20200207,20200202,16347,1,6,SO43830,1,3578.27
349,20200126,20200207,20200202,11028,1,6,SO43831,1,3374.99
310,20200126,20200207,20200202,13584,1,98,SO43832,1,3578.27
310,20200127,20200208,20200203,21727,1,19,SO43833,1,3578.27
348,20200127,20200208,20200203,28393,1,39,SO43834,1,3374.99
348,20200127,20200208,20200203,19802,1,19,SO43835,1,3374.99
324,20200127,20200208,20200203,26620,1,19,SO43836,1,699.0982
350,20200127,20200208,20200203,11009,1,6,SO43837,1,3374.99
313,20200128,20200209,20200204,27641,1,100,SO43838,1,3578.27
311,20200128,20200209,20200204,27673,1,100,SO43839,1,3578.27
326,20200128,20200209,20200204,17957,1,39,SO43840,1,699.0982
314,20200128,20200209,20200204,13406,1,29,SO43841,1,3578.27
312,20200128,20200209,20200204,16630,1,6,SO43842,1,3578.27
313,20200129,20200210,20200205,22041,1,19,SO43918,1,3578.27
314,20200129,20200210,20200205,12124,1,39,SO43919,1,3578.27
313,20200129,20200210,20200205,28066,1,100,SO43920,1,3578.27
313,20200129,20200210,20200205,16743,1,6,SO43921,1,3578.27
310,20200129,20200210,20200205,13546,1,29,SO43922,1,3578.27
312,20200130,20200211,20200206,28018,1,100,SO43923,1,3578.27
310,20200130,20200211,20200206,12132,1,39,SO43924,1,3578.27
314,20200130,20200211,20200206,16661,1,6,SO43925,1,3578.27
351,20200131,20200212,20200207,11055,1,6,SO43926,1,3374.99
314,20200131,20200212,20200207,16662,1,6,SO43927,1,3578.27
313,20200131,20200212,20200207,16740,1,6,SO43928,1,3578.27
322,20200131,20200212,20200207,25270,1,6,SO43929,1,699.0982
312,20200201,20200213,20200208,28038,1,100,SO43930,1,3578.27
313,20200201,20200213,20200208,13548,1,29,SO43931,1,3578.27
314,20200201,20200213,20200208,16741,1,6,SO43932,1,3578.27
347,20200201,20200213,20200208,11031,1,6,SO43933,1,3399.99
346,20200201,20200213,20200208,11034,1,6,SO43934,1,3399.99
334,20200202,20200214,20200209,20048,1,98,SO43935,1,699.0982
311,20200202,20200214,20200209,28065,1,100,SO43936,1,3578.27
312,20200202,20200214,20200209,17047,1,6,SO43937,1,3578.27
310,20200202,20200214,20200209,16686,1,6,SO43938,1,3578.27
312,20200202,20200214,20200209,16659,1,6,SO43939,1,3578.27
336,20200202,20200214,20200209,25294,1,6,SO43940,1,699.0982
314,20200203,20200215,20200210,13600,1,98,SO43941,1,3578.27
310,20200203,20200215,20200210,17051,1,6,SO43942,1,3578.27
338,20200203,20200215,20200210,14565,1,100,SO43943,1,699.0982
344,20200203,20200215,20200210,11054,1,6,SO43944,1,3399.99
310,20200203,20200215,20200210,16675,1,6,SO43945,1,3578.27
313,20200203,20200215,20200210,16687,1,6,SO43946,1,3578.27
310,20200203,20200215,20200210,16712,1,6,SO43947,1,3578.27
345,20200203,20200215,20200210,11047,1,6,SO43948,1,3399.99
310,20200204,20200216,20200211,27726,1,100,SO43949,1,3578.27
311,20200204,20200216,20200211,28014,1,100,SO43950,1,3578.27
311,20200204,20200216,20200211,16696,1,6,SO43951,1,3578.27
312,20200204,20200216,20200211,16639,1,6,SO43952,1,3578.27
342,20200205,20200217,20200212,20049,1,98,SO43953,1,699.0982
311,20200205,20200217,20200212,13602,1,98,SO43954,1,3578.27
314,20200205,20200217,20200212,13661,1,98,SO43955,1,3578.27
344,20200205,20200217,20200212,11030,1,6,SO43956,1,3399.99
313,20200206,20200218,20200213,28068,1,100,SO43957,1,3578.27
312,20200206,20200218,20200213,16658,1,6,SO43958,1,3578.27
348,20200206,20200218,20200213,11035,1,6,SO43959,1,3374.99
349,20200206,20200218,20200213,11046,1,6,SO43960,1,3374.99
311,20200207,20200219,20200214,28031,1,100,SO43961,1,3578.27
312,20200207,20200219,20200214,28076,1,100,SO43962,1,3578.27
314,20200207,20200219,20200214,16685,1,6,SO43963,1,3578.27
312,20200207,20200219,20200214,16745,1,6,SO43964,1,3578.27
351,20200207,20200219,20200214,11038,1,6,SO43965,1,3374.99
347,20200207,20200219,20200214,11039,1,6,SO43966,1,3399.99
313,20200208,20200220,20200215,28040,1,100,SO43967,1,3578.27
313,20200208,20200220,20200215,28067,1,100,SO43968,1,3578.27
310,20200208,20200220,20200215,28071,1,100,SO43969,1,3578.27
311,20200208,20200220,20200215,16684,1,6,SO43970,1,3578.27
314,20200208,20200220,20200215,16657,1,6,SO43971,1,3578.27
314,20200209,20200221,20200216,21939,1,19,SO43972,1,3578.27
312,20200209,20200221,20200216,28039,1,100,SO43973,1,3578.27
312,20200209,20200221,20200216,13687,1,98,SO43974,1,3578.27
312,20200209,20200221,20200216,13540,1,29,SO43975,1,3578.27
310,20200209,20200221,20200216,28063,1,100,SO43976,1,3578.27
312,20200209,20200221,20200216,16703,1,6,SO43977,1,3578.27
310,20200210,20200222,20200217,28030,1,100,SO43978,1,3578.27
322,20200210,20200222,20200217,14576,1,100,SO43979,1,699.0982
351,20200210,20200222,20200217,11048,1,6,SO43980,1,3374.99
314,20200210,20200222,20200217,16664,1,6,SO43981,1,3578.27
342,20200210,20200222,20200217,25271,1,6,SO43982,1,699.0982
314,20200211,20200223,20200218,28017,1,100,SO43983,1,3578.27
311,20200211,20200223,20200218,13545,1,29,SO43984,1,3578.27
313,20200211,20200223,20200218,13515,1,29,SO43985,1,3578.27
310,20200211,20200223,20200218,28070,1,100,SO43986,1,3578.27
310,20200212,20200224,20200219,28042,1,100,SO43987,1,3578.27
344,20200212,20200224,20200219,11244,1,98,SO43988,1,3399.99
312,20200212,20200224,20200219,28083,1,100,SO43989,1,3578.27
344,20200212,20200224,20200219,25872,1,100,SO43990,1,3399.99
310,20200212,20200224,20200219,16660,1,6,SO43991,1,3578.27
311,20200212,20200224,20200219,16638,1,6,SO43992,1,3578.27
314,20200214,20200226,20200221,16929,1,6,SO43993,1,3578.27
314,20200215,20200227,20200222,27681,1,100,SO43994,1,3578.27
312,20200215,20200227,20200222,21813,1,19,SO43995,1,3578.27
310,20200215,20200227,20200222,27920,1,100,SO43996,1,3578.27
310,20200215,20200227,20200222,28022,1,100,SO43997,1,3578.27
348,20200215,20200227,20200222,11033,1,6,SO43998,1,3374.99
311,20200215,20200227,20200222,28047,1,100,SO43999,1,3578.27
311,20200216,20200228,20200223,27918,1,100,SO44000,1,3578.27
313,20200216,20200228,20200223,28044,1,100,SO44001,1,3578.27
336,20200216,20200228,20200223,14572,1,100,SO44002,1,699.0982
342,20200216,20200228,20200223,19325,1,29,SO44003,1,699.0982
310,20200216,20200228,20200223,28061,1,100,SO44004,1,3578.27
334,20200216,20200228,20200223,26629,1,19,SO44005,1,699.0982
310,20200216,20200228,20200223,16744,1,6,SO44006,1,3578.27
320,20200216,20200228,20200223,25555,1,6,SO44007,1,699.0982
312,20200217,20200301,20200224,27678,1,100,SO44008,1,3578.27
314,20200217,20200301,20200224,27759,1,100,SO44009,1,3578.27
310,20200217,20200301,20200224,13680,1,98,SO44010,1,3578.27
310,20200217,20200301,20200224,13514,1,29,SO44011,1,3578.27
349,20200217,20200301,20200224,11052,1,6,SO44012,1,3374.99
312,20200217,20200301,20200224,16928,1,6,SO44013,1,3578.27
313,20200218,20200302,20200225,27917,1,100,SO44014,1,3578.27
311,20200218,20200302,20200225,13693,1,98,SO44015,1,3578.27
350,20200218,20200302,20200225,11247,1,98,SO44016,1,3374.99
310,20200218,20200302,20200225,28078,1,100,SO44017,1,3578.27
350,20200218,20200302,20200225,25876,1,100,SO44018,1,3374.99
310,20200218,20200302,20200225,16701,1,6,SO44019,1,3578.27
311,20200218,20200302,20200225,16931,1,6,SO44020,1,3578.27
348,20200218,20200302,20200225,11032,1,6,SO44021,1,3374.99
313,20200219,20200303,20200226,22008,1,19,SO44022,1,3578.27
349,20200219,20200303,20200226,19830,1,19,SO44023,1,3374.99
314,20200219,20200303,20200226,16663,1,6,SO44024,1,3578.27
314,20200219,20200303,20200226,16708,1,6,SO44025,1,3578.27
310,20200219,20200303,20200226,17045,1,6,SO44026,1,3578.27
310,20200220,20200304,20200227,21921,1,19,SO44027,1,3578.27
312,20200220,20200304,20200227,17048,1,6,SO44028,1,3578.27
350,20200220,20200304,20200227,11050,1,6,SO44029,1,3374.99
311,20200221,20200305,20200228,12131,1,39,SO44030,1,3578.27
313,20200221,20200305,20200228,13689,1,98,SO44031,1,3578.27
344,20200221,20200305,20200228,11243,1,98,SO44032,1,3399.99
314,20200221,20200305,20200228,16693,1,6,SO44033,1,3578.27
313,20200221,20200305,20200228,16702,1,6,SO44034,1,3578.27
312,20200221,20200305,20200228,16707,1,6,SO44035,1,3578.27
310,20200221,20200305,20200228,17046,1,6,SO44036,1,3578.27
328,20200221,20200305,20200228,25272,1,6,SO44037,1,699.0982
344,20200221,20200305,20200228,25868,1,100,SO44038,1,3399.99
342,20200222,20200306,20200301,17971,1,39,SO44039,1,699.0982
351,20200222,20200306,20200301,11057,1,6,SO44040,1,3374.99
313,20200222,20200306,20200301,16742,1,6,SO44041,1,3578.27
313,20200223,20200307,20200302,13678,1,98,SO44042,1,3578.27
311,20200223,20200307,20200302,13679,1,98,SO44043,1,3578.27
314,20200223,20200307,20200302,13690,1,98,SO44044,1,3578.27
344,20200223,20200307,20200302,28394,1,39,SO44045,1,3399.99
313,20200223,20200307,20200302,28064,1,100,SO44046,1,3578.27
344,20200223,20200307,20200302,25878,1,100,SO44047,1,3399.99
314,20200223,20200307,20200302,16713,1,6,SO44048,1,3578.27
314,20200224,20200308,20200303,13538,1,29,SO44049,1,3578.27
310,20200224,20200308,20200303,17050,1,6,SO44050,1,3578.27
310,20200225,20200309,20200304,13691,1,98,SO44051,1,3578.27
314,20200225,20200309,20200304,16637,1,6,SO44052,1,3578.27
338,20200226,20200310,20200305,19329,1,29,SO44053,1,699.0982
314,20200226,20200310,20200305,13542,1,29,SO44054,1,3578.27
310,20200226,20200310,20200305,13543,1,29,SO44055,1,3578.27
314,20200226,20200310,20200305,13559,1,29,SO44056,1,3578.27
338,20200226,20200310,20200305,14577,1,100,SO44057,1,699.0982
350,20200226,20200310,20200305,11056,1,6,SO44058,1,3374.99
313,20200226,20200310,20200305,16688,1,6,SO44059,1,3578.27
342,20200226,20200310,20200305,25273,1,6,SO44060,1,699.0982
310,20200227,20200311,20200306,27919,1,100,SO44061,1,3578.27
310,20200227,20200311,20200306,28041,1,100,SO44062,1,3578.27
344,20200227,20200311,20200306,11240,1,98,SO44063,1,3399.99
310,20200227,20200311,20200306,22050,1,19,SO44064,1,3578.27
310,20200227,20200311,20200306,28062,1,100,SO44065,1,3578.27
344,20200227,20200311,20200306,25867,1,100,SO44066,1,3399.99
310,20200227,20200311,20200306,17049,1,6,SO44067,1,3578.27
313,20200228,20200312,20200307,13541,1,29,SO44068,1,3578.27
349,20200228,20200312,20200307,28395,1,39,SO44069,1,3374.99
349,20200228,20200312,20200307,19829,1,19,SO44070,1,3374.99
313,20200228,20200312,20200307,16691,1,6,SO44071,1,3578.27
311,20200228,20200312,20200307,16656,1,6,SO44072,1,3578.27
351,20200228,20200312,20200307,11044,1,6,SO44073,1,3374.99
310,20200301,20200313,20200308,13821,1,98,SO44134,1,3578.27
310,20200301,20200313,20200308,28156,1,100,SO44135,1,3578.27
311,20200301,20200313,20200308,22114,1,19,SO44136,1,3578.27
314,20200301,20200313,20200308,17328,1,6,SO44137,1,3578.27
310,20200302,20200314,20200309,13765,1,98,SO44138,1,3578.27
311,20200302,20200314,20200309,13792,1,98,SO44139,1,3578.27
311,20200302,20200314,20200309,12221,1,39,SO44140,1,3578.27
313,20200302,20200314,20200309,13572,1,29,SO44141,1,3578.27
313,20200302,20200314,20200309,22058,1,19,SO44142,1,3578.27
313,20200302,20200314,20200309,28145,1,100,SO44143,1,3578.27
312,20200302,20200314,20200309,17071,1,6,SO44144,1,3578.27
310,20200302,20200314,20200309,17309,1,6,SO44145,1,3578.27
313,20200302,20200314,20200309,17310,1,6,SO44146,1,3578.27
310,20200302,20200314,20200309,17320,1,6,SO44147,1,3578.27
310,20200303,20200315,20200310,28172,1,100,SO44148,1,3578.27
312,20200303,20200315,20200310,17242,1,6,SO44149,1,3578.27
312,20200303,20200315,20200310,17315,1,6,SO44150,1,3578.27
328,20200303,20200315,20200310,25558,1,6,SO44151,1,699.0982
346,20200304,20200316,20200311,11334,1,98,SO44152,1,3399.99
312,20200304,20200316,20200311,28168,1,100,SO44153,1,3578.27
311,20200304,20200316,20200311,28181,1,100,SO44154,1,3578.27
313,20200304,20200316,20200311,28131,1,100,SO44155,1,3578.27
346,20200304,20200316,20200311,25887,1,100,SO44156,1,3399.99
314,20200304,20200316,20200311,17055,1,6,SO44157,1,3578.27
311,20200305,20200317,20200312,13567,1,29,SO44158,1,3578.27
311,20200305,20200317,20200312,28182,1,100,SO44159,1,3578.27
312,20200305,20200317,20200312,28186,1,100,SO44160,1,3578.27
314,20200306,20200318,20200313,13772,1,98,SO44161,1,3578.27
311,20200306,20200318,20200313,28185,1,100,SO44162,1,3578.27
314,20200306,20200318,20200313,28193,1,100,SO44163,1,3578.27
310,20200306,20200318,20200313,28088,1,100,SO44164,1,3578.27
313,20200306,20200318,20200313,17065,1,6,SO44165,1,3578.27
338,20200306,20200318,20200313,14581,1,100,SO44166,1,699.0982
314,20200306,20200318,20200313,17308,1,6,SO44167,1,3578.27
313,20200307,20200319,20200314,12211,1,39,SO44168,1,3578.27
311,20200307,20200319,20200314,28179,1,100,SO44169,1,3578.27
314,20200307,20200319,20200314,28183,1,100,SO44170,1,3578.27
313,20200307,20200319,20200314,28112,1,100,SO44171,1,3578.27
338,20200307,20200319,20200314,14584,1,100,SO44172,1,699.0982
312,20200308,20200320,20200315,13784,1,98,SO44173,1,3578.27
311,20200308,20200320,20200315,17229,1,6,SO44174,1,3578.27
313,20200308,20200320,20200315,17246,1,6,SO44175,1,3578.27
314,20200309,20200321,20200316,12220,1,39,SO44176,1,3578.27
350,20200309,20200321,20200316,11337,1,98,SO44177,1,3374.99
312,20200309,20200321,20200316,28097,1,100,SO44178,1,3578.27
350,20200309,20200321,20200316,25888,1,100,SO44179,1,3374.99
347,20200309,20200321,20200316,11058,1,6,SO44180,1,3399.99
312,20200309,20200321,20200316,17294,1,6,SO44181,1,3578.27
310,20200309,20200321,20200316,17299,1,6,SO44182,1,3578.27
310,20200310,20200322,20200317,28158,1,100,SO44183,1,3578.27
314,20200310,20200322,20200317,17247,1,6,SO44184,1,3578.27
310,20200310,20200322,20200317,17280,1,6,SO44185,1,3578.27
347,20200312,20200324,20200319,25889,1,100,SO44186,1,3399.99
313,20200312,20200324,20200319,17069,1,6,SO44187,1,3578.27
334,20200313,20200325,20200320,20052,1,98,SO44188,1,699.0982
322,20200313,20200325,20200320,20054,1,98,SO44189,1,699.0982
348,20200313,20200325,20200320,11061,1,6,SO44190,1,3374.99
310,20200313,20200325,20200320,17248,1,6,SO44191,1,3578.27
312,20200314,20200326,20200321,13570,1,29,SO44192,1,3578.27
312,20200314,20200326,20200321,28164,1,100,SO44193,1,3578.27
310,20200314,20200326,20200321,17064,1,6,SO44194,1,3578.27
313,20200314,20200326,20200321,17249,1,6,SO44195,1,3578.27
314,20200314,20200326,20200321,17295,1,6,SO44196,1,3578.27
312,20200315,20200327,20200322,28096,1,100,SO44197,1,3578.27
310,20200315,20200327,20200322,28150,1,100,SO44198,1,3578.27
313,20200315,20200327,20200322,17259,1,6,SO44199,1,3578.27
311,20200315,20200327,20200322,17312,1,6,SO44200,1,3578.27
313,20200316,20200328,20200323,12254,1,39,SO44201,1,3578.27
311,20200316,20200328,20200323,28159,1,100,SO44202,1,3578.27
312,20200316,20200328,20200323,28149,1,100,SO44203,1,3578.27
336,20200316,20200328,20200323,14580,1,100,SO44204,1,699.0982
312,20200316,20200328,20200323,17285,1,6,SO44205,1,3578.27
347,20200317,20200329,20200324,11250,1,98,SO44206,1,3399.99
313,20200317,20200329,20200324,28162,1,100,SO44207,1,3578.27
347,20200317,20200329,20200324,25879,1,100,SO44208,1,3399.99
311,20200317,20200329,20200324,17257,1,6,SO44209,1,3578.27
310,20200318,20200330,20200325,13783,1,98,SO44210,1,3578.27
313,20200318,20200330,20200325,28154,1,100,SO44211,1,3578.27
312,20200318,20200330,20200325,28170,1,100,SO44212,1,3578.27
310,20200318,20200330,20200325,17351,1,6,SO44213,1,3578.27
311,20200318,20200330,20200325,17332,1,6,SO44214,1,3578.27
312,20200319,20200331,20200326,28180,1,100,SO44215,1,3578.27
314,20200319,20200331,20200326,13560,1,29,SO44216,1,3578.27
310,20200319,20200331,20200326,28148,1,100,SO44217,1,3578.27
311,20200319,20200331,20200326,22109,1,19,SO44218,1,3578.27
338,20200319,20200331,20200326,14590,1,100,SO44219,1,699.0982
345,20200319,20200331,20200326,11060,1,6,SO44220,1,3399.99
314,20200319,20200331,20200326,17255,1,6,SO44221,1,3578.27
311,20200319,20200331,20200326,17258,1,6,SO44222,1,3578.27
310,20200320,20200401,20200327,13847,1,98,SO44223,1,3578.27
314,20200320,20200401,20200327,28166,1,100,SO44224,1,3578.27
322,20200321,20200402,20200328,20060,1,98,SO44225,1,699.0982
313,20200321,20200402,20200328,12255,1,39,SO44226,1,3578.27
349,20200321,20200402,20200328,28401,1,39,SO44227,1,3374.99
344,20200321,20200402,20200328,11333,1,98,SO44228,1,3399.99
344,20200321,20200402,20200328,25886,1,100,SO44229,1,3399.99
312,20200321,20200402,20200328,17241,1,6,SO44230,1,3578.27
334,20200321,20200402,20200328,17973,1,39,SO44231,1,699.0982
312,20200321,20200402,20200328,17334,1,6,SO44232,1,3578.27
310,20200322,20200403,20200329,13841,1,98,SO44233,1,3578.27
312,20200322,20200403,20200329,28184,1,100,SO44234,1,3578.27
313,20200322,20200403,20200329,22117,1,19,SO44235,1,3578.27
312,20200322,20200403,20200329,28191,1,100,SO44236,1,3578.27
310,20200322,20200403,20200329,17056,1,6,SO44237,1,3578.27
311,20200322,20200403,20200329,17079,1,6,SO44238,1,3578.27
311,20200323,20200404,20200330,12217,1,39,SO44239,1,3578.27
311,20200323,20200404,20200330,13580,1,29,SO44240,1,3578.27
313,20200323,20200404,20200330,28155,1,100,SO44241,1,3578.27
313,20200323,20200404,20200330,28163,1,100,SO44242,1,3578.27
312,20200323,20200404,20200330,17278,1,6,SO44243,1,3578.27
312,20200323,20200404,20200330,17329,1,6,SO44244,1,3578.27
330,20200323,20200404,20200330,25556,1,6,SO44245,1,699.0982
312,20200324,20200405,20200331,12219,1,39,SO44246,1,3578.27
310,20200324,20200405,20200331,17233,1,6,SO44247,1,3578.27
313,20200324,20200405,20200331,17240,1,6,SO44248,1,3578.27
313,20200325,20200406,20200401,13845,1,98,SO44249,1,3578.27
312,20200325,20200406,20200401,28167,1,100,SO44250,1,3578.27
311,20200325,20200406,20200401,28190,1,100,SO44251,1,3578.27
312,20200326,20200407,20200402,13777,1,98,SO44252,1,3578.27
310,20200326,20200407,20200402,28099,1,100,SO44253,1,3578.27
314,20200326,20200407,20200402,28142,1,100,SO44254,1,3578.27
340,20200326,20200407,20200402,14585,1,100,SO44255,1,699.0982
312,20200326,20200407,20200402,17232,1,6,SO44256,1,3578.27
313,20200327,20200408,20200403,12212,1,39,SO44257,1,3578.27
310,20200327,20200408,20200403,13579,1,29,SO44258,1,3578.27
312,20200327,20200408,20200403,28171,1,100,SO44259,1,3578.27
312,20200327,20200408,20200403,28194,1,100,SO44260,1,3578.27
312,20200327,20200408,20200403,22112,1,19,SO44261,1,3578.27
322,20200327,20200408,20200403,20149,1,98,SO44262,1,699.0982
310,20200327,20200408,20200403,17279,1,6,SO44263,1,3578.27
313,20200327,20200408,20200403,17286,1,6,SO44264,1,3578.27
